Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
1765,Koji Miyoshi,jp JPN,"FW,MF",Bochum,de Bundesliga,27,1997.0,15.0,6.0,464.0,5.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.1,1.1,0.8,1.9,11.0,15.0,23.0,0.19,0.0,0.19,0.19,0.19,0.21,0.15,0.36,0.21,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.0,2.0,1.0,5.0,4.0,9.0,44.4,5.0,10.0,1.0,9.0,2.0,10.0,2.0,0.0,77.0,130.0,59.2,1216.0,422.0,38.0,47.0,80.9,30.0,44.0,68.2,4.0,14.0,28.6,0.0,0.8,0.6,-0.8,5.0,10.0,4.0,0.0,15.0,9.0,1.75,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,2.0,9.0,2.0,5.0,0.0,0.0,0.0,22.0,2.0,13.0,13.3,1.0,12.0,5.0,41.7,2.33,0.97,0.08,0.2,21.1,0.0,0.0,0.0,0.09,-0.1,-0.1,201.0,3.0,31.0,90.0,85.0,21.0,201.0,14.0,5.0,35.7,9.0,64.3,120.0,684.0,303.0,11.0,6.0,3.0,14.0,5.0,124.0,23.0,130.0,123.0,7.0,0.0,4.0,1.0,9.0,1.0,2.0,2.0,0.0,0.0,77.0,0.0,15.0
1766,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,35,1989.0,31.0,29.0,2328.0,25.9,1.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,1.5,1.5,2.7,4.2,72.0,199.0,93.0,0.04,0.15,0.19,0.04,0.19,0.06,0.1,0.16,0.06,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,24.0,17.0,16.0,10.0,20.0,45.0,44.4,25.0,29.0,5.0,24.0,16.0,59.0,41.0,0.0,1326.0,1518.0,87.4,21510.0,5499.0,666.0,726.0,91.7,541.0,609.0,88.8,90.0,111.0,81.1,4.0,2.7,4.1,1.3,29.0,156.0,53.0,5.0,199.0,101.0,3.8,96.0,2.0,2.0,0.0,1.0,0.0,12.0,0.45,11.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,24.0,5.0,22.0,16.0,24.0,0.0,0.0,0.0,131.0,23.0,13.0,63.9,1.0,23.0,2.0,8.7,0.89,0.08,0.04,0.5,21.0,0.0,0.0,0.0,0.07,-0.5,-0.5,1747.0,45.0,259.0,954.0,541.0,44.0,1747.0,26.0,7.0,26.9,19.0,73.1,1036.0,5328.0,2799.0,72.0,56.0,13.0,27.0,15.0,1301.0,93.0,1518.0,1493.0,19.0,11.0,5.0,11.0,22.0,3.0,5.0,1.0,2.0,0.0,1326.0,6.0,26.0
1767,Jakub Moder,pl POL,MF,Brighton,eng Premier League,25,1999.0,4.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.45,0.0,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,18.0,22.0,81.8,254.0,82.0,10.0,14.0,71.4,8.0,8.0,100.0,0.0,0.0,,0.0,0.2,0.5,-0.2,3.0,0.0,1.0,1.0,4.0,4.0,32.73,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,27.0,2.0,7.0,12.0,9.0,1.0,27.0,0.0,0.0,,0.0,,13.0,93.0,62.0,2.0,3.0,0.0,0.0,0.0,14.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
1768,Rui Modesto,ao ANG,"DF,MF",Udinese,it Serie A,24,1999.0,20.0,4.0,608.0,6.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.8,1.3,16.0,22.0,43.0,0.0,0.15,0.15,0.0,0.15,0.07,0.12,0.19,0.07,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,12.0,4.0,9.0,3.0,7.0,9.0,77.8,2.0,10.0,0.0,10.0,8.0,24.0,13.0,0.0,231.0,310.0,74.5,3481.0,983.0,139.0,156.0,89.1,69.0,100.0,69.0,17.0,38.0,44.7,1.0,0.8,0.5,0.2,14.0,15.0,6.0,5.0,22.0,23.0,3.4,22.0,1.0,0.0,0.0,0.0,0.0,2.0,0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,1.0,26.0,8.0,12.0,0.0,0.0,0.0,26.0,10.0,14.0,41.7,0.0,3.0,2.0,66.7,0.44,0.3,0.0,0.0,17.4,0.0,0.0,0.0,0.17,-0.5,-0.5,388.0,9.0,76.0,165.0,153.0,14.0,388.0,8.0,3.0,37.5,5.0,62.5,166.0,915.0,518.0,16.0,6.0,4.0,9.0,3.0,212.0,43.0,310.0,252.0,58.0,1.0,1.0,1.0,26.0,56.0,1.0,1.0,0.0,0.0,231.0,0.0,8.0
1769,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,38,1985.0,35.0,17.0,1827.0,20.3,2.0,6.0,8.0,2.0,0.0,0.0,7.0,0.0,1.6,1.6,7.0,8.5,62.0,208.0,63.0,0.1,0.3,0.39,0.1,0.39,0.08,0.34,0.42,0.08,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,20.0,16.0,13.0,2.0,14.0,32.0,43.8,18.0,17.0,5.0,12.0,27.0,58.0,17.0,0.0,1724.0,1969.0,87.6,29739.0,9647.0,830.0,887.0,93.6,654.0,718.0,91.1,186.0,281.0,66.2,6.0,7.0,6.3,-1.0,66.0,225.0,34.0,2.0,208.0,122.0,6.01,84.0,33.0,0.0,4.0,0.0,1.0,15.0,0.74,12.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,19.0,2.0,112.0,27.0,20.0,0.0,0.0,0.0,105.0,6.0,13.0,31.6,2.0,22.0,6.0,27.3,1.08,0.3,0.09,0.33,23.1,1.0,0.0,0.0,0.07,0.4,0.4,2124.0,39.0,315.0,1170.0,659.0,26.0,2124.0,24.0,14.0,58.3,9.0,37.5,1419.0,7207.0,3491.0,62.0,58.0,13.0,23.0,13.0,1649.0,63.0,1969.0,1778.0,188.0,82.0,11.0,24.0,112.0,8.0,98.0,48.0,25.0,1.0,1724.0,3.0,15.0
1770,Max Moerstedt,de GER,FW,Hoffenheim,de Bundesliga,,,12.0,5.0,451.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.6,1.3,6.0,10.0,36.0,0.0,0.0,0.0,0.0,0.0,0.15,0.12,0.27,0.15,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,1.0,3.0,1.0,1.0,2.0,50.0,1.0,4.0,0.0,4.0,0.0,5.0,5.0,0.0,69.0,103.0,67.0,784.0,204.0,40.0,58.0,69.0,18.0,26.0,69.2,1.0,4.0,25.0,0.0,0.6,0.6,-0.6,7.0,5.0,2.0,0.0,10.0,16.0,3.18,11.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,11.0,16.0,22.0,42.1,0.0,12.0,4.0,33.3,2.39,0.8,0.0,0.0,12.2,0.0,0.0,0.0,0.06,-0.8,-0.8,159.0,6.0,15.0,62.0,85.0,31.0,159.0,4.0,1.0,25.0,3.0,75.0,84.0,310.0,128.0,6.0,2.0,3.0,13.0,11.0,125.0,36.0,103.0,101.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,1.0,2.0
1771,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,25,1999.0,5.0,0.0,58.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.3,2.3,0.0,2.3,1.0,1.0,4.0,1.55,0.0,1.55,1.55,1.55,3.53,0.0,3.53,3.53,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,60.0,93.0,30.0,4.0,7.0,57.1,2.0,3.0,66.7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,7.63,1.0,0.0,1.0,3.0,0.0,0.0,2.0,3.05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,75.0,1.0,6.0,4.0,66.7,9.31,6.21,0.17,0.25,9.2,0.0,0.0,0.0,0.46,-1.3,-1.3,17.0,0.0,0.0,5.0,12.0,5.0,17.0,1.0,1.0,100.0,0.0,0.0,9.0,51.0,20.0,1.0,0.0,1.0,0.0,1.0,15.0,4.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
1772,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,26,1997.0,30.0,11.0,1252.0,13.9,5.0,0.0,5.0,5.0,0.0,0.0,3.0,0.0,5.5,5.5,0.4,5.9,11.0,20.0,50.0,0.36,0.0,0.36,0.36,0.36,0.4,0.03,0.43,0.4,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,9.0,6.0,8.0,4.0,4.0,12.0,33.3,8.0,10.0,2.0,8.0,10.0,28.0,27.0,0.0,160.0,247.0,64.8,2461.0,647.0,89.0,127.0,70.1,50.0,65.0,76.9,14.0,22.0,63.6,0.0,0.4,0.4,-0.4,6.0,16.0,6.0,0.0,20.0,17.0,1.22,9.0,0.0,4.0,3.0,1.0,0.0,2.0,0.14,0.0,0.0,1.0,0.0,1.0,0.0,0.0,32.0,36.0,5.0,4.0,10.0,9.0,1.0,0.0,0.0,50.0,57.0,49.0,53.8,5.0,43.0,16.0,37.2,3.09,1.15,0.12,0.31,13.7,2.0,0.0,0.0,0.13,-0.5,-0.5,452.0,34.0,69.0,177.0,217.0,76.0,452.0,26.0,12.0,46.2,14.0,53.8,239.0,1011.0,438.0,11.0,15.0,2.0,47.0,22.0,285.0,50.0,247.0,227.0,17.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,160.0,3.0,9.0
1773,Johan Mojica,co COL,DF,Mallorca,es La Liga,31,1992.0,36.0,30.0,2755.0,30.6,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.9,0.9,4.1,5.0,66.0,130.0,142.0,0.03,0.07,0.1,0.03,0.1,0.03,0.13,0.16,0.03,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,23.0,26.0,6.0,3.0,19.0,40.0,47.5,21.0,13.0,5.0,8.0,26.0,61.0,84.0,3.0,1217.0,1641.0,74.2,21542.0,9303.0,616.0,697.0,88.4,438.0,563.0,77.8,146.0,286.0,51.0,2.0,4.1,4.4,-2.1,40.0,102.0,53.0,33.0,130.0,83.0,2.71,67.0,7.0,4.0,3.0,2.0,0.0,6.0,0.2,5.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,0.0,143.0,26.0,23.0,1.0,2.0,0.0,181.0,9.0,18.0,33.3,1.0,17.0,3.0,17.6,0.56,0.1,0.06,0.33,24.2,4.0,0.0,0.0,0.05,0.1,0.1,1949.0,96.0,593.0,818.0,569.0,18.0,1949.0,89.0,33.0,37.1,48.0,53.9,1024.0,5088.0,2228.0,66.0,53.0,5.0,52.0,27.0,1115.0,142.0,1641.0,1297.0,332.0,28.0,2.0,9.0,143.0,303.0,1.0,0.0,1.0,0.0,1217.0,12.0,51.0
1774,David Mokwa,fr FRA,"DF,FW",Hoffenheim,de Bundesliga,20,2004.0,2.0,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,1.21,1.21,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,25.0,9.0,0.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,50.0,0.0,2.0,2.0,100.0,8.18,8.18,0.0,0.0,5.4,0.0,0.0,0.0,0.15,-0.3,-0.3,11.0,0.0,2.0,4.0,5.0,2.0,11.0,1.0,1.0,100.0,0.0,0.0,5.0,29.0,9.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1775,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,es La Liga,20,2003.0,35.0,32.0,2714.0,30.2,6.0,1.0,7.0,6.0,0.0,0.0,5.0,0.0,5.6,5.6,3.3,8.9,97.0,116.0,179.0,0.2,0.03,0.23,0.2,0.23,0.19,0.11,0.3,0.19,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,12.0,12.0,14.0,1.0,18.0,48.0,37.5,30.0,24.0,0.0,24.0,18.0,45.0,8.0,0.0,845.0,1039.0,81.3,11961.0,2734.0,520.0,591.0,88.0,261.0,318.0,82.1,37.0,61.0,60.7,1.0,3.3,3.6,-2.3,41.0,75.0,29.0,5.0,116.0,106.0,3.52,76.0,0.0,17.0,7.0,5.0,1.0,6.0,0.2,3.0,0.0,1.0,1.0,1.0,0.0,0.0,31.0,40.0,2.0,32.0,18.0,12.0,0.0,0.0,0.0,132.0,5.0,22.0,18.5,6.0,68.0,24.0,35.3,2.25,0.8,0.09,0.25,19.0,0.0,0.0,0.0,0.08,0.4,0.4,1416.0,4.0,153.0,682.0,607.0,102.0,1416.0,150.0,64.0,42.7,78.0,52.0,946.0,5912.0,3126.0,97.0,71.0,28.0,76.0,48.0,1097.0,179.0,1039.0,1006.0,30.0,11.0,9.0,1.0,32.0,11.0,2.0,0.0,1.0,0.0,845.0,3.0,24.0
1776,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,26,1998.0,30.0,17.0,1590.0,17.7,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,1.5,2.3,35.0,61.0,96.0,0.0,0.17,0.17,0.0,0.17,0.05,0.08,0.13,0.05,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,19.0,21.0,21.0,2.0,31.0,56.0,55.4,25.0,16.0,3.0,13.0,13.0,57.0,53.0,0.0,945.0,1182.0,79.9,14192.0,5083.0,538.0,593.0,90.7,327.0,406.0,80.5,50.0,108.0,46.3,3.0,1.5,1.9,1.5,13.0,43.0,19.0,5.0,61.0,44.0,2.49,32.0,6.0,3.0,1.0,0.0,2.0,5.0,0.28,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,4.0,55.0,13.0,19.0,0.0,0.0,0.0,66.0,10.0,12.0,45.5,0.0,9.0,1.0,11.1,0.51,0.06,0.0,0.0,19.4,0.0,0.0,0.0,0.09,-0.8,-0.8,1366.0,59.0,420.0,606.0,349.0,24.0,1366.0,30.0,15.0,50.0,13.0,43.3,782.0,3387.0,1971.0,35.0,28.0,4.0,21.0,3.0,883.0,96.0,1182.0,998.0,178.0,15.0,2.0,6.0,55.0,154.0,9.0,3.0,6.0,0.0,945.0,6.0,37.0
1777,Florent Mollet,fr FRA,"MF,FW",Nantes,fr Ligue 1,32,1991.0,9.0,3.0,242.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.7,3.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.24,0.12,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,1.0,3.0,4.0,0.0,83.0,106.0,78.3,1300.0,307.0,40.0,43.0,93.0,38.0,46.0,82.6,4.0,12.0,33.3,0.0,0.3,0.2,-0.3,6.0,9.0,3.0,1.0,9.0,10.0,3.7,5.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,13.0,1.0,2.0,0.0,0.0,0.0,13.0,1.0,4.0,20.0,0.0,6.0,2.0,33.3,2.23,0.74,0.0,0.0,15.6,0.0,0.0,0.0,0.05,-0.3,-0.3,125.0,5.0,19.0,64.0,42.0,5.0,125.0,3.0,2.0,66.7,1.0,33.3,85.0,406.0,164.0,3.0,3.0,0.0,2.0,1.0,84.0,12.0,106.0,91.0,14.0,2.0,0.0,0.0,13.0,1.0,10.0,2.0,8.0,0.0,83.0,1.0,4.0
1778,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,26,1998.0,32.0,26.0,2099.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.6,1.6,3.7,5.3,25.0,107.0,51.0,0.0,0.0,0.0,0.0,0.0,0.07,0.16,0.23,0.07,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,41.0,29.0,33.0,8.0,31.0,60.0,51.7,29.0,34.0,3.0,31.0,11.0,81.0,20.0,0.0,738.0,992.0,74.4,13615.0,4472.0,317.0,364.0,87.1,302.0,384.0,78.6,99.0,187.0,52.9,0.0,3.7,4.6,-3.7,33.0,76.0,25.0,13.0,107.0,67.0,2.87,46.0,18.0,0.0,2.0,0.0,1.0,4.0,0.17,3.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,9.0,0.0,107.0,11.0,41.0,0.0,0.0,0.0,91.0,15.0,16.0,48.4,0.0,21.0,9.0,42.9,0.9,0.39,0.0,0.0,17.9,0.0,0.0,0.0,0.08,-1.6,-1.6,1198.0,37.0,215.0,635.0,356.0,33.0,1198.0,12.0,4.0,33.3,7.0,58.3,571.0,2284.0,1070.0,25.0,15.0,6.0,24.0,8.0,727.0,51.0,992.0,887.0,100.0,40.0,1.0,9.0,107.0,5.0,47.0,14.0,19.0,0.0,738.0,5.0,21.0
1779,Jeremy Monga,,"FW,MF",Leicester City,eng Premier League,,,7.0,0.0,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,6.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.13,0.01,0.14,0.13,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,1.0,1.0,1.0,1.0,100.0,0.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,18.0,29.0,62.1,215.0,53.0,13.0,15.0,86.7,5.0,6.0,83.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,1.61,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,3.0,1.0,33.3,2.41,0.8,0.0,0.0,19.8,0.0,0.0,0.0,0.05,-0.2,-0.2,51.0,1.0,9.0,16.0,27.0,5.0,51.0,7.0,2.0,28.6,3.0,42.9,37.0,336.0,157.0,6.0,2.0,3.0,5.0,2.0,32.0,10.0,29.0,28.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,5.0
1780,Gonzalo Montiel,ar ARG,"DF,MF",Sevilla,es La Liga,27,1997.0,6.0,1.0,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,3.0,1.0,0.0,3.0,4.0,75.0,1.0,0.0,0.0,0.0,2.0,6.0,11.0,0.0,68.0,78.0,87.2,1288.0,364.0,29.0,30.0,96.7,33.0,37.0,89.2,6.0,10.0,60.0,0.0,0.0,0.1,0.0,0.0,8.0,1.0,1.0,2.0,2.0,1.59,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,100.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,,14.7,0.0,0.0,0.0,0.03,0.0,0.0,99.0,9.0,41.0,42.0,16.0,2.0,99.0,1.0,0.0,0.0,0.0,0.0,37.0,153.0,90.0,3.0,0.0,0.0,2.0,0.0,57.0,3.0,78.0,64.0,14.0,2.0,0.0,0.0,3.0,11.0,1.0,0.0,0.0,0.0,68.0,0.0,1.0
1781,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,28,1996.0,36.0,36.0,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1.78,161.0,97.0,61.5,9.0,7.0,20.0,8.0,22.2,4.0,2.0,1.0,1.0,33.3,64.0,2.0,0.0,6.0,1.0,50.8,0.31,-12.2,-0.34,210.0,720.0,29.2,760.0,91.0,59.9,43.6,298.0,88.9,59.3,498.0,30.0,6.0,23.0,0.64,11.6,1.0,0.0,1.0,0.0,0.0,1.0,4.0,25.0,3.0,0.0,0.0,0.0,0.0,1.0,24.0,4.0,520.0,1068.0,48.7,18974.0,16089.0,69.0,69.0,100.0,188.0,191.0,98.4,262.0,796.0,32.9,0.0,0.0,0.1,0.0,0.0,37.0,0.0,0.0,1.0,5.0,0.14,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,7.0,1.0,87.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,1170.0,919.0,1150.0,20.0,0.0,0.0,1170.0,0.0,0.0,,0.0,,508.0,3248.0,1873.0,0.0,0.0,0.0,1.0,0.0,412.0,0.0,1068.0,644.0,414.0,116.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,10.0,1.0
