season,date,home_team,away_team,home_score,away_score,result,odds_1,odds_x,odds_2
2022-2023,2022-10-09,Paksi FC,Puskás Akadémia FC,1.0,3.0,A,2.75,3.61,2.31
2022-2023,2022-10-08,Budapest Honvéd FC,Mezőkövesd Zsóry FC,2.0,2.0,D,2.21,3.4,3.07
2022-2023,2022-10-08,Kisvárda FC,Vasas FC,2.0,0.0,H,1.8,3.61,4.13
2022-2023,2022-10-07,Újpest FC,Kecskeméti TE,1.0,2.0,A,1.84,3.6,3.95
2022-2023,2022-10-07,Fehérvár FC,Zalaegerszegi TE FC,1.0,1.0,D,1.83,3.73,3.89
2022-2023,2022-10-02,Puskás Akadémia FC,Fehérvár FC,1.0,1.0,D,2.13,3.36,3.26
2022-2023,2022-10-01,Debreceni VSC,Budapest Honvéd FC,4.0,3.0,H,2.35,3.26,2.94
2022-2023,2022-10-01,Újpest FC,Kisvárda FC,4.0,0.0,H,2.59,3.23,2.64
2022-2023,2022-09-30,Mezőkövesd Zsóry FC,Paksi FC,1.0,2.0,A,2.3,3.46,2.87
2022-2023,2022-09-11,Újpest FC,Vasas FC,2.0,1.0,H,2.04,3.27,3.58
2022-2023,2022-09-11,Zalaegerszegi TE FC,Puskás Akadémia FC,1.0,2.0,A,2.4,3.26,2.85
2022-2023,2022-09-10,Fehérvár FC,Mezőkövesd Zsóry FC,2.0,1.0,H,1.56,4.19,5.07
2022-2023,2022-09-10,Budapest Honvéd FC,Kecskeméti TE,0.0,0.0,D,1.78,3.68,4.15
2022-2023,2022-09-10,Paksi FC,Debreceni VSC,1.0,0.0,H,1.78,3.99,3.81
2022-2023,2022-09-04,Újpest FC,Ferencvárosi TC,0.0,6.0,A,5.67,4.17,1.51
2022-2023,2022-09-04,Kisvárda FC,Budapest Honvéd FC,0.0,1.0,A,1.7,3.61,4.83
2022-2023,2022-09-03,Debreceni VSC,Fehérvár FC,1.0,0.0,H,3.23,3.7,2.02
2022-2023,2022-09-03,Vasas FC,Puskás Akadémia FC,1.0,1.0,D,3.72,3.37,1.98
2022-2023,2022-09-03,Kecskeméti TE,Paksi FC,3.0,1.0,H,3.04,3.6,2.13
2022-2023,2022-09-02,Mezőkövesd Zsóry FC,Zalaegerszegi TE FC,0.0,5.0,A,1.98,3.57,3.45
2022-2023,2022-09-01,Budapest Honvéd FC,Újpest FC,0.0,0.0,D,2.73,3.45,2.41
2022-2023,2022-08-31,Fehérvár FC,Kecskeméti TE,2.0,1.0,H,1.28,5.39,9.09
2022-2023,2022-08-31,Paksi FC,Kisvárda FC,1.0,3.0,A,2.31,3.65,2.72
2022-2023,2022-08-30,Zalaegerszegi TE FC,Debreceni VSC,4.0,2.0,H,1.72,3.91,4.26
2022-2023,2022-08-30,Puskás Akadémia FC,Mezőkövesd Zsóry FC,1.0,0.0,H,1.58,3.93,5.37
2022-2023,2022-08-28,Ferencvárosi TC,Budapest Honvéd FC,3.0,1.0,H,1.39,4.71,6.98
2022-2023,2022-08-28,Kisvárda FC,Fehérvár FC,3.0,1.0,H,2.06,3.5,3.33
2022-2023,2022-08-27,Debreceni VSC,Puskás Akadémia FC,1.0,1.0,D,3.38,3.52,2.03
2022-2023,2022-08-27,Kecskeméti TE,Zalaegerszegi TE FC,3.0,1.0,H,3.07,3.31,2.26
2022-2023,2022-08-27,Mezőkövesd Zsóry FC,Vasas FC,1.0,1.0,D,2.34,3.28,2.93
2022-2023,2022-08-26,Újpest FC,Paksi FC,2.0,3.0,A,2.09,3.72,3.04
2022-2023,2022-08-22,Mezőkövesd Zsóry FC,Debreceni VSC,4.0,2.0,H,2.08,3.52,3.29
2022-2023,2022-08-21,Vasas FC,Budapest Honvéd FC,1.0,2.0,A,2.29,3.42,2.89
2022-2023,2022-08-21,Zalaegerszegi TE FC,Kisvárda FC,1.0,3.0,A,2.73,3.27,2.51
2022-2023,2022-08-19,Puskás Akadémia FC,Kecskeméti TE,1.0,1.0,D,1.36,4.54,8.16
2022-2023,2022-08-14,Ferencvárosi TC,Fehérvár FC,4.0,0.0,H,1.71,3.75,4.62
2022-2023,2022-08-14,Budapest Honvéd FC,Paksi FC,3.0,3.0,D,2.28,3.65,2.77
2022-2023,2022-08-14,Kisvárda FC,Puskás Akadémia FC,1.0,1.0,D,2.52,3.2,2.75
2022-2023,2022-08-13,Újpest FC,Zalaegerszegi TE FC,1.0,1.0,D,1.98,3.58,3.48
2022-2023,2022-08-13,Kecskeméti TE,Mezőkövesd Zsóry FC,1.0,0.0,H,2.81,3.35,2.38
2022-2023,2022-08-12,Debreceni VSC,Vasas FC,1.0,1.0,D,2.34,3.42,2.83
2022-2023,2022-08-07,Fehérvár FC,Budapest Honvéd FC,4.0,0.0,H,1.71,3.76,4.5
2022-2023,2022-08-07,Puskás Akadémia FC,Újpest FC,2.0,0.0,H,1.94,3.51,3.7
2022-2023,2022-08-07,Kisvárda FC,Mezőkövesd Zsóry FC,4.0,2.0,H,1.9,3.44,3.83
2022-2023,2022-08-06,Debreceni VSC,Kecskeméti TE,1.0,1.0,D,1.73,3.72,4.48
2022-2023,2022-08-05,Vasas FC,Paksi FC,2.0,2.0,D,2.55,3.48,2.52
2022-2023,2022-07-31,Ferencvárosi TC,Puskás Akadémia FC,1.0,0.0,H,1.62,3.76,5.14
2022-2023,2022-07-31,Paksi FC,Fehérvár FC,2.0,0.0,H,2.72,3.59,2.35
2022-2023,2022-07-31,Kisvárda FC,Debreceni VSC,2.0,2.0,D,1.68,3.71,4.73
2022-2023,2022-07-30,Újpest FC,Mezőkövesd Zsóry FC,1.0,1.0,D,1.97,3.55,3.5
2022-2023,2022-07-30,Kecskeméti TE,Vasas FC,0.0,0.0,D,2.81,3.41,2.38
2022-2023,2022-07-29,Budapest Honvéd FC,Zalaegerszegi TE FC,0.0,1.0,A,2.07,3.54,3.27
2021-2022,2022-05-15,MTK Budapest,Debreceni VSC,3.0,0.0,H,1.58,4.12,5.09
2021-2022,2022-05-15,Puskás Akadémia FC,Budapest Honvéd FC,1.0,2.0,A,2.19,3.07,3.52
2021-2022,2022-05-15,Kisvárda FC,Zalaegerszegi TE FC,2.0,1.0,H,1.86,3.64,3.9
2021-2022,2022-05-14,Fehérvár FC,Paksi FC,2.0,2.0,D,1.54,4.62,4.9
2021-2022,2022-05-14,Gyirmót FC Győr,Ferencvárosi TC,1.0,2.0,A,4.48,4.06,1.67
2021-2022,2022-05-13,Mezőkövesd Zsóry FC,Újpest FC,2.0,3.0,A,2.72,3.73,2.3
2021-2022,2022-05-08,Újpest FC,Fehérvár FC,1.0,1.0,D,2.73,3.38,2.46
2021-2022,2022-05-08,Zalaegerszegi TE FC,Gyirmót FC Győr,0.0,1.0,A,1.84,3.72,3.92
2021-2022,2022-05-08,Paksi FC,Kisvárda FC,0.0,1.0,A,2.58,3.71,2.42
2021-2022,2022-05-07,Ferencvárosi TC,MTK Budapest,0.0,3.0,A,1.25,5.77,9.77
2021-2022,2022-05-07,Budapest Honvéd FC,Mezőkövesd Zsóry FC,0.0,0.0,D,1.64,4.01,4.79
2021-2022,2022-05-07,Debreceni VSC,Puskás Akadémia FC,1.0,1.0,D,4.47,3.9,1.7
2021-2022,2022-05-05,Kisvárda FC,Újpest FC,2.0,1.0,H,2.43,3.33,2.79
2021-2022,2022-05-04,Ferencvárosi TC,Zalaegerszegi TE FC,5.0,3.0,H,1.37,4.78,7.21
2021-2022,2022-05-04,MTK Budapest,Puskás Akadémia FC,0.0,0.0,D,3.53,3.47,2.0
2021-2022,2022-05-04,Gyirmót FC Győr,Paksi FC,3.0,3.0,D,3.42,3.94,1.9
2021-2022,2022-05-03,Fehérvár FC,Budapest Honvéd FC,2.0,0.0,H,1.7,3.81,4.45
2021-2022,2022-05-03,Mezőkövesd Zsóry FC,Debreceni VSC,0.0,1.0,A,1.92,3.44,3.82
2021-2022,2022-05-01,Újpest FC,Gyirmót FC Győr,2.0,2.0,D,1.59,3.94,5.37
2021-2022,2022-05-01,Zalaegerszegi TE FC,MTK Budapest,2.0,3.0,A,1.86,3.62,3.96
2021-2022,2022-04-30,Debreceni VSC,Fehérvár FC,0.0,3.0,A,3.7,3.64,1.92
2021-2022,2022-04-30,Budapest Honvéd FC,Kisvárda FC,1.0,1.0,D,2.34,3.2,3.06
2021-2022,2022-04-30,Puskás Akadémia FC,Mezőkövesd Zsóry FC,3.0,1.0,H,1.61,3.78,5.44
2021-2022,2022-04-29,Paksi FC,Ferencvárosi TC,1.0,2.0,A,3.62,4.18,1.8
2021-2022,2022-04-24,Gyirmót FC Győr,Budapest Honvéd FC,1.0,1.0,D,3.31,3.28,2.17
2021-2022,2022-04-24,Ferencvárosi TC,Újpest FC,2.0,1.0,H,1.45,4.33,6.63
2021-2022,2022-04-23,Fehérvár FC,Puskás Akadémia FC,2.0,2.0,D,2.37,3.26,2.89
2021-2022,2022-04-23,Zalaegerszegi TE FC,Paksi FC,2.0,3.0,A,2.43,3.83,2.49
2021-2022,2022-04-23,Kisvárda FC,Debreceni VSC,1.0,0.0,H,1.69,3.79,4.55
2021-2022,2022-04-22,MTK Budapest,Mezőkövesd Zsóry FC,0.0,4.0,A,2.24,3.27,3.17
2021-2022,2022-04-17,Puskás Akadémia FC,Kisvárda FC,0.0,0.0,D,2.04,3.18,3.79
2021-2022,2022-04-17,Mezőkövesd Zsóry FC,Fehérvár FC,1.0,2.0,A,3.05,3.29,2.29
2021-2022,2022-04-16,Budapest Honvéd FC,Ferencvárosi TC,1.0,2.0,A,4.71,3.73,1.69
2021-2022,2022-04-16,Paksi FC,MTK Budapest,4.0,0.0,H,2.04,3.81,3.21
2021-2022,2022-04-16,Újpest FC,Zalaegerszegi TE FC,4.0,0.0,H,1.88,3.56,3.91
2021-2022,2022-04-15,Debreceni VSC,Gyirmót FC Győr,3.0,1.0,H,2.13,3.33,3.31
2021-2022,2022-04-10,MTK Budapest,Fehérvár FC,1.0,1.0,D,3.64,3.44,1.98
2021-2022,2022-04-10,Paksi FC,Újpest FC,1.0,3.0,A,2.17,3.75,2.93
2021-2022,2022-04-09,Ferencvárosi TC,Debreceni VSC,3.0,0.0,H,1.22,5.88,11.44
2021-2022,2022-04-09,Gyirmót FC Győr,Puskás Akadémia FC,1.0,1.0,D,4.08,3.32,1.92
2021-2022,2022-04-09,Kisvárda FC,Mezőkövesd Zsóry FC,1.0,2.0,A,1.73,3.63,4.56
2021-2022,2022-04-08,Zalaegerszegi TE FC,Budapest Honvéd FC,3.0,1.0,H,2.92,3.15,2.43
2021-2022,2022-04-03,Puskás Akadémia FC,Ferencvárosi TC,2.0,2.0,D,4.15,3.51,1.85
2021-2022,2022-04-03,Újpest FC,MTK Budapest,2.0,0.0,H,1.81,3.59,4.19
2021-2022,2022-04-02,Budapest Honvéd FC,Paksi FC,1.0,1.0,D,2.09,3.74,3.12
2021-2022,2022-04-02,Fehérvár FC,Kisvárda FC,5.0,3.0,H,2.39,3.15,3.01
2021-2022,2022-04-02,Debreceni VSC,Zalaegerszegi TE FC,0.0,0.0,D,2.52,3.32,2.72
2021-2022,2022-04-01,Mezőkövesd Zsóry FC,Gyirmót FC Győr,1.0,0.0,H,1.94,3.33,3.9
2021-2022,2022-03-20,Újpest FC,Budapest Honvéd FC,0.0,2.0,A,2.18,3.38,3.19
2021-2022,2022-03-20,Paksi FC,Debreceni VSC,0.0,1.0,A,1.6,4.49,4.54
2021-2022,2022-03-19,MTK Budapest,Kisvárda FC,0.0,0.0,D,3.12,3.2,2.3
2021-2022,2022-03-19,Gyirmót FC Győr,Fehérvár FC,0.0,2.0,A,4.14,3.36,1.87
2021-2022,2022-03-19,Zalaegerszegi TE FC,Puskás Akadémia FC,0.0,0.0,D,3.13,3.23,2.27
2021-2022,2022-03-18,Ferencvárosi TC,Mezőkövesd Zsóry FC,1.0,0.0,H,1.21,6.35,11.42
2021-2022,2022-03-13,Fehérvár FC,Ferencvárosi TC,0.0,2.0,A,4.28,3.62,1.78
2021-2022,2022-03-13,Kisvárda FC,Gyirmót FC Győr,1.0,0.0,H,1.44,4.22,7.48
2021-2022,2022-03-12,MTK Budapest,Budapest Honvéd FC,1.0,0.0,H,3.18,3.3,2.22
2021-2022,2022-03-12,Mezőkövesd Zsóry FC,Zalaegerszegi TE FC,0.0,0.0,D,2.39,3.3,2.89
2021-2022,2022-03-12,Debreceni VSC,Újpest FC,1.0,2.0,A,3.45,3.68,1.96
2021-2022,2022-03-11,Puskás Akadémia FC,Paksi FC,2.0,0.0,H,2.05,4.01,2.99
2021-2022,2022-03-06,Ferencvárosi TC,Kisvárda FC,2.0,1.0,H,1.56,3.85,5.76
2021-2022,2022-03-06,Zalaegerszegi TE FC,Fehérvár FC,2.0,0.0,H,3.14,3.42,2.18
2021-2022,2022-03-05,Budapest Honvéd FC,Debreceni VSC,4.0,2.0,H,1.78,3.8,4.17
2021-2022,2022-03-05,Újpest FC,Puskás Akadémia FC,2.0,1.0,H,2.64,3.26,2.59
2021-2022,2022-03-05,Paksi FC,Mezőkövesd Zsóry FC,4.0,0.0,H,1.84,4.08,3.56
2021-2022,2022-03-04,Gyirmót FC Győr,MTK Budapest,1.0,1.0,D,2.63,3.03,2.8
2021-2022,2022-02-27,Debreceni VSC,MTK Budapest,1.0,0.0,H,2.18,3.48,3.1
2021-2022,2022-02-27,Újpest FC,Mezőkövesd Zsóry FC,3.0,1.0,H,1.96,3.48,3.69
2021-2022,2022-02-26,Ferencvárosi TC,Gyirmót FC Győr,1.0,1.0,D,1.21,5.96,12.33
2021-2022,2022-02-26,Budapest Honvéd FC,Puskás Akadémia FC,0.0,0.0,D,2.56,3.37,2.61
2021-2022,2022-02-26,Zalaegerszegi TE FC,Kisvárda FC,0.0,0.0,D,2.96,3.34,2.33
2021-2022,2022-02-25,Paksi FC,Fehérvár FC,3.0,2.0,H,2.44,3.75,2.55
2021-2022,2022-02-20,Fehérvár FC,Újpest FC,1.0,2.0,A,1.85,3.68,3.88
2021-2022,2022-02-20,Puskás Akadémia FC,Debreceni VSC,0.0,2.0,A,1.54,4.03,5.68
2021-2022,2022-02-19,MTK Budapest,Ferencvárosi TC,0.0,0.0,D,6.38,4.26,1.47
2021-2022,2022-02-19,Gyirmót FC Győr,Zalaegerszegi TE FC,0.0,1.0,A,2.5,3.18,2.83
2021-2022,2022-02-19,Kisvárda FC,Paksi FC,3.0,3.0,D,1.77,3.95,3.97
2021-2022,2022-02-18,Mezőkövesd Zsóry FC,Budapest Honvéd FC,0.0,0.0,D,2.82,3.42,2.38
2021-2022,2022-02-13,Zalaegerszegi TE FC,Ferencvárosi TC,1.0,3.0,A,5.49,4.23,1.54
2021-2022,2022-02-13,Budapest Honvéd FC,Fehérvár FC,3.0,1.0,H,3.03,3.44,2.23
2021-2022,2022-02-12,Puskás Akadémia FC,MTK Budapest,1.0,2.0,A,1.47,4.23,6.2
2021-2022,2022-02-12,Debreceni VSC,Mezőkövesd Zsóry FC,1.0,4.0,A,2.43,3.37,2.76
2021-2022,2022-02-12,Paksi FC,Gyirmót FC Győr,2.0,3.0,A,1.63,4.25,4.51
2021-2022,2022-02-11,Újpest FC,Kisvárda FC,0.0,0.0,D,3.03,3.37,2.26
2021-2022,2022-02-06,Ferencvárosi TC,Paksi FC,0.0,3.0,A,1.31,5.45,7.78
2021-2022,2022-02-06,Mezőkövesd Zsóry FC,Puskás Akadémia FC,1.0,2.0,A,3.01,3.18,2.37
2021-2022,2022-02-05,Fehérvár FC,Debreceni VSC,1.0,2.0,A,1.35,4.81,7.98
2021-2022,2022-02-05,Gyirmót FC Győr,Újpest FC,1.0,0.0,H,2.92,3.21,2.4
2021-2022,2022-02-05,Kisvárda FC,Budapest Honvéd FC,3.0,2.0,H,1.88,3.54,3.89
2021-2022,2022-02-04,MTK Budapest,Zalaegerszegi TE FC,0.0,2.0,A,2.26,3.55,2.89
2021-2022,2022-01-30,Újpest FC,Ferencvárosi TC,0.0,1.0,A,4.8,3.87,1.64
2021-2022,2022-01-30,Mezőkövesd Zsóry FC,MTK Budapest,1.0,1.0,D,2.3,3.41,2.93
2021-2022,2022-01-30,Puskás Akadémia FC,Fehérvár FC,1.0,0.0,H,2.57,3.22,2.72
2021-2022,2022-01-29,Budapest Honvéd FC,Gyirmót FC Győr,0.0,1.0,A,1.58,4.03,5.13
2021-2022,2022-01-29,Debreceni VSC,Kisvárda FC,0.0,0.0,D,3.49,3.58,1.98
2021-2022,2022-01-29,Paksi FC,Zalaegerszegi TE FC,3.0,2.0,H,1.73,4.34,3.83
2021-2022,2022-01-27,Puskás Akadémia FC,Ferencvárosi TC,1.0,0.0,H,3.62,3.43,1.95
2021-2022,2021-12-19,Zalaegerszegi TE FC,Újpest FC,2.0,0.0,H,2.38,3.5,2.75
2021-2022,2021-12-19,Gyirmót FC Győr,Debreceni VSC,0.0,0.0,D,2.24,3.39,3.06
2021-2022,2021-12-19,Kisvárda FC,Puskás Akadémia FC,1.0,1.0,D,2.13,3.38,3.31
2021-2022,2021-12-18,Fehérvár FC,Mezőkövesd Zsóry FC,1.0,0.0,H,1.54,4.25,5.41
2021-2022,2021-12-18,MTK Budapest,Paksi FC,1.0,4.0,A,3.01,3.93,2.07
2021-2022,2021-12-18,Ferencvárosi TC,Budapest Honvéd FC,1.0,0.0,H,1.37,4.92,7.13
2021-2022,2021-12-12,Mezőkövesd Zsóry FC,Kisvárda FC,0.0,2.0,A,2.85,3.31,2.43
2021-2022,2021-12-12,Debreceni VSC,Ferencvárosi TC,2.0,0.0,H,7.07,5.18,1.36
2021-2022,2021-12-12,Újpest FC,Paksi FC,4.0,3.0,H,2.27,3.83,2.76
2021-2022,2021-12-11,MTK Budapest,Fehérvár FC,0.0,2.0,A,4.1,3.65,1.83
2021-2022,2021-12-11,Budapest Honvéd FC,Zalaegerszegi TE FC,2.0,2.0,D,1.85,3.72,3.94
2021-2022,2021-12-11,Puskás Akadémia FC,Gyirmót FC Győr,3.0,0.0,H,1.64,3.94,4.81
2021-2022,2021-12-05,MTK Budapest,Újpest FC,2.0,1.0,H,3.23,3.52,2.13
2021-2022,2021-12-05,Kisvárda FC,Fehérvár FC,2.0,1.0,H,2.64,3.25,2.63
2021-2022,2021-12-04,Zalaegerszegi TE FC,Debreceni VSC,2.0,1.0,H,2.1,3.67,3.16
2021-2022,2021-12-04,Ferencvárosi TC,Puskás Akadémia FC,1.0,1.0,D,1.47,4.41,5.94
2021-2022,2021-12-04,Gyirmót FC Győr,Mezőkövesd Zsóry FC,0.0,1.0,A,3.04,3.4,2.26
2021-2022,2021-12-03,Paksi FC,Budapest Honvéd FC,2.0,3.0,A,1.86,4.09,3.48
2021-2022,2021-11-28,Mezőkövesd Zsóry FC,Ferencvárosi TC,0.0,3.0,A,5.31,4.17,1.56
2021-2022,2021-11-28,Puskás Akadémia FC,Zalaegerszegi TE FC,1.0,1.0,D,1.66,4.0,4.69
2021-2022,2021-11-28,Debreceni VSC,Paksi FC,1.0,1.0,D,2.72,4.18,2.18
2021-2022,2021-11-27,Budapest Honvéd FC,Újpest FC,1.0,2.0,A,2.11,3.59,3.2
2021-2022,2021-11-27,Fehérvár FC,Gyirmót FC Győr,3.0,2.0,H,1.32,5.08,8.92
2021-2022,2021-11-27,Kisvárda FC,MTK Budapest,5.0,0.0,H,1.63,3.84,5.13
2021-2022,2021-11-21,Budapest Honvéd FC,MTK Budapest,3.0,0.0,H,1.87,3.67,3.86
2021-2022,2021-11-21,Ferencvárosi TC,Fehérvár FC,3.0,0.0,H,1.75,3.64,4.44
2021-2022,2021-11-20,Újpest FC,Debreceni VSC,3.0,1.0,H,2.12,3.54,3.2
2021-2022,2021-11-20,Gyirmót FC Győr,Kisvárda FC,1.0,1.0,D,3.86,3.38,1.94
2021-2022,2021-11-20,Paksi FC,Puskás Akadémia FC,4.0,1.0,H,2.49,3.71,2.52
2021-2022,2021-11-19,Zalaegerszegi TE FC,Mezőkövesd Zsóry FC,1.0,1.0,D,2.52,3.29,2.71
2021-2022,2021-11-07,Fehérvár FC,Zalaegerszegi TE FC,3.0,0.0,H,1.54,4.1,5.55
2021-2022,2021-11-07,Kisvárda FC,Ferencvárosi TC,0.0,4.0,A,3.44,3.31,2.1
2021-2022,2021-11-06,Puskás Akadémia FC,Újpest FC,2.0,1.0,H,1.83,3.65,4.05
2021-2022,2021-11-06,Debreceni VSC,Budapest Honvéd FC,5.0,3.0,H,2.91,3.42,2.32
2021-2022,2021-11-06,Mezőkövesd Zsóry FC,Paksi FC,2.0,1.0,H,2.46,3.75,2.51
2021-2022,2021-11-05,MTK Budapest,Gyirmót FC Győr,0.0,3.0,A,1.91,3.6,3.72
2021-2022,2021-10-31,Puskás Akadémia FC,Budapest Honvéd FC,3.0,1.0,H,2.02,3.56,3.37
2021-2022,2021-10-31,Kisvárda FC,Zalaegerszegi TE FC,5.0,0.0,H,1.88,3.59,3.82
2021-2022,2021-10-30,Gyirmót FC Győr,Ferencvárosi TC,0.0,2.0,A,7.54,4.91,1.36
2021-2022,2021-10-30,MTK Budapest,Debreceni VSC,1.0,1.0,D,2.02,3.6,3.36
2021-2022,2021-10-30,Mezőkövesd Zsóry FC,Újpest FC,2.0,2.0,D,2.24,3.45,3.02
2021-2022,2021-10-29,Fehérvár FC,Paksi FC,2.0,1.0,H,1.84,4.03,3.5
2021-2022,2021-10-24,Ferencvárosi TC,MTK Budapest,0.0,0.0,D,1.26,5.81,8.79
2021-2022,2021-10-24,Budapest Honvéd FC,Mezőkövesd Zsóry FC,2.0,3.0,A,1.77,3.68,4.29
2021-2022,2021-10-24,Debreceni VSC,Puskás Akadémia FC,0.0,3.0,A,2.78,3.56,2.34
2021-2022,2021-10-22,Újpest FC,Fehérvár FC,1.0,0.0,H,3.33,3.54,2.03
2021-2022,2021-10-22,Paksi FC,Kisvárda FC,2.0,2.0,D,2.0,3.76,3.22
2021-2022,2021-10-22,Zalaegerszegi TE FC,Gyirmót FC Győr,2.0,1.0,H,1.8,3.77,4.06
2021-2022,2021-10-17,Mezőkövesd Zsóry FC,Debreceni VSC,1.0,0.0,H,2.02,3.68,3.35
2021-2022,2021-10-17,Kisvárda FC,Újpest FC,0.0,0.0,D,1.89,3.6,3.76
2021-2022,2021-10-16,Fehérvár FC,Budapest Honvéd FC,2.0,1.0,H,1.92,3.54,3.81
2021-2022,2021-10-16,Ferencvárosi TC,Zalaegerszegi TE FC,1.0,2.0,A,1.26,5.85,9.08
2021-2022,2021-10-16,Gyirmót FC Győr,Paksi FC,2.0,1.0,H,3.54,3.98,1.87
2021-2022,2021-10-15,MTK Budapest,Puskás Akadémia FC,0.0,1.0,A,3.27,3.49,2.1
2021-2022,2021-10-03,Paksi FC,Ferencvárosi TC,1.0,3.0,A,3.77,4.09,1.78
2021-2022,2021-10-03,Zalaegerszegi TE FC,MTK Budapest,2.0,0.0,H,2.15,3.7,3.01
2021-2022,2021-10-02,Debreceni VSC,Fehérvár FC,1.0,1.0,D,3.21,3.56,2.11
2021-2022,2021-10-02,Puskás Akadémia FC,Mezőkövesd Zsóry FC,2.0,0.0,H,1.78,3.83,4.09
2021-2022,2021-10-02,Újpest FC,Gyirmót FC Győr,1.0,3.0,A,1.56,4.21,5.17
2021-2022,2021-10-01,Budapest Honvéd FC,Kisvárda FC,2.0,1.0,H,2.33,3.26,2.93
2021-2022,2021-09-26,Ferencvárosi TC,Újpest FC,3.0,1.0,H,1.28,5.63,8.72
2021-2022,2021-09-26,Kisvárda FC,Debreceni VSC,2.0,1.0,H,2.02,3.55,3.4
2021-2022,2021-09-25,Fehérvár FC,Puskás Akadémia FC,0.0,0.0,D,1.84,3.74,3.9
2021-2022,2021-09-25,Gyirmót FC Győr,Budapest Honvéd FC,2.0,4.0,A,5.58,4.09,1.56
2021-2022,2021-09-25,MTK Budapest,Mezőkövesd Zsóry FC,1.0,0.0,H,2.48,3.39,2.7
2021-2022,2021-09-24,Zalaegerszegi TE FC,Paksi FC,2.0,5.0,A,2.53,3.71,2.42
2021-2022,2021-09-22,Fehérvár FC,Ferencvárosi TC,0.0,1.0,A,3.39,3.58,1.98
2021-2022,2021-09-13,Újpest FC,Zalaegerszegi TE FC,2.0,2.0,D,1.84,3.77,3.79
2021-2022,2021-09-12,Puskás Akadémia FC,Kisvárda FC,0.0,1.0,A,2.21,3.36,3.11
2021-2022,2021-09-11,Mezőkövesd Zsóry FC,Fehérvár FC,2.0,2.0,D,3.39,3.55,2.0
2021-2022,2021-09-11,Paksi FC,MTK Budapest,3.0,2.0,H,1.81,3.92,3.71
2021-2022,2021-09-11,Budapest Honvéd FC,Ferencvárosi TC,0.0,1.0,A,3.53,3.61,1.95
2021-2022,2021-09-10,Debreceni VSC,Gyirmót FC Győr,5.0,0.0,H,1.74,3.85,4.16
2021-2022,2021-08-29,Paksi FC,Újpest FC,2.0,1.0,H,1.74,4.19,3.85
2021-2022,2021-08-29,Gyirmót FC Győr,Puskás Akadémia FC,0.0,1.0,A,3.05,3.4,2.22
2021-2022,2021-08-28,Fehérvár FC,MTK Budapest,2.0,1.0,H,1.46,4.48,6.18
2021-2022,2021-08-28,Ferencvárosi TC,Debreceni VSC,4.0,2.0,H,1.15,7.17,14.75
2021-2022,2021-08-28,Kisvárda FC,Mezőkövesd Zsóry FC,2.0,0.0,H,2.07,3.14,3.77
2021-2022,2021-08-27,Zalaegerszegi TE FC,Budapest Honvéd FC,1.0,3.0,A,2.3,3.54,2.83
2021-2022,2021-08-22,Újpest FC,MTK Budapest,1.0,2.0,A,2.22,3.39,3.07
2021-2022,2021-08-22,Mezőkövesd Zsóry FC,Gyirmót FC Győr,0.0,0.0,D,1.66,3.88,4.61
2021-2022,2021-08-21,Budapest Honvéd FC,Paksi FC,3.0,1.0,H,2.28,3.76,2.71
2021-2022,2021-08-21,Fehérvár FC,Kisvárda FC,2.0,1.0,H,1.69,3.72,4.68
2021-2022,2021-08-21,Debreceni VSC,Zalaegerszegi TE FC,1.0,2.0,A,1.76,4.15,3.78
2021-2022,2021-08-15,Újpest FC,Budapest Honvéd FC,1.0,1.0,D,2.44,3.39,2.74
2021-2022,2021-08-14,Gyirmót FC Győr,Fehérvár FC,1.0,1.0,D,5.09,4.11,1.58
2021-2022,2021-08-14,Ferencvárosi TC,Mezőkövesd Zsóry FC,4.0,1.0,H,1.52,4.29,5.42
2021-2022,2021-08-14,Paksi FC,Debreceni VSC,3.0,3.0,D,1.96,3.95,3.24
2021-2022,2021-08-13,MTK Budapest,Kisvárda FC,1.0,2.0,A,2.47,3.08,2.9
2021-2022,2021-08-08,Puskás Akadémia FC,Paksi FC,1.0,6.0,A,1.8,3.94,3.77
2021-2022,2021-08-08,Debreceni VSC,Újpest FC,2.0,2.0,D,2.07,3.57,3.23
2021-2022,2021-08-07,Mezőkövesd Zsóry FC,Zalaegerszegi TE FC,3.0,2.0,H,2.03,3.5,3.36
2021-2022,2021-08-06,Kisvárda FC,Gyirmót FC Győr,2.0,1.0,H,1.85,3.47,4.04
2021-2022,2021-08-01,Újpest FC,Puskás Akadémia FC,1.0,2.0,A,2.7,3.49,2.43
2021-2022,2021-08-01,Zalaegerszegi TE FC,Fehérvár FC,1.0,1.0,D,4.05,3.73,1.81
2021-2022,2021-07-31,Budapest Honvéd FC,Debreceni VSC,1.0,4.0,A,2.0,3.67,3.4
2021-2022,2021-07-31,Ferencvárosi TC,Kisvárda FC,1.0,2.0,A,1.35,4.75,8.14
2021-2022,2021-07-30,Paksi FC,Mezőkövesd Zsóry FC,2.0,3.0,A,2.11,3.66,3.13
2020-2021,2021-05-09,Puskás Akadémia FC,Budafoki MTE,5.0,0.0,H,1.26,5.75,9.49
2020-2021,2021-05-09,Diósgyőri VTK,Fehérvár FC,0.0,4.0,A,5.28,4.09,1.57
