Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,newestTeamColor,leagueId,leagueName,GM,optaTeamId,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
123,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,11,FTC vs ZTE,true,false,false,false,true,2025-10-26,60hgag0hiy7r7gec4oiysljo,d8l653wnkhfqhpwsw3ia7mybn,2132,2132,Ferencváros,Zalaegerszeg,ZTE,1,2,Played,L 1-2,2560216,FTC vs ZTE (2025-10-26)
123,b7jek1bop3eoughds0xi22tte,225,Debrecen,Debrecen,DEB,Debrecen,#ff0000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,225,11,DEB vs UJP,true,false,true,false,false,2025-10-26,5oa9vx7msscoysxryq8a1qfo,4yxspqt9kfih6zcwwslxq8r6f,1464,1464,Debrecen,Újpest,UJP,5,2,Played,W 5-2,2560215,DEB vs UJP (2025-10-26)
123,d8l653wnkhfqhpwsw3ia7mybn,2132,Zalaegerszeg,Zalaegerszeg,ZTE,ZTE,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2132,11,FTC vs ZTE,false,true,true,false,false,2025-10-26,60hgag0hiy7r7gec4oiysljo,b3o0wckz4w3fusytybpgxftgm,227,227,Zalaegerszeg,Ferencváros,FTC,2,1,Played,W 2-1,2560216,FTC vs ZTE (2025-10-26)
123,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,11,KIS vs GYO,true,false,true,false,false,2025-10-26,6peih0u58hpcu0io6vjpkaac,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,Kisvárda,Gyori ETO,GYO,3,2,Played,W 3-2,2560218,KIS vs GYO (2025-10-26)
123,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,11,KIS vs GYO,false,true,false,false,true,2025-10-26,6peih0u58hpcu0io6vjpkaac,8raew9whdfuuvsedk0pyiwc5d,9428,9428,Gyori ETO,Kisvárda,KIS,2,3,Played,L 2-3,2560218,KIS vs GYO (2025-10-26)
129,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,12,KIS vs NYI,true,false,false,true,false,2025-10-31,720p1e0uebyzlandhhwd6pzo,1cfck1c4i89gm3xx02d5xsl81,2717,2717,Kisvárda,Nyíregyháza Spartacus,NYI,0,0,Played,T 0-0,2560219,KIS vs NYI (2025-10-31)
129,1cfck1c4i89gm3xx02d5xsl81,2717,Nyíregyháza Spartacus,Nyíregyháza Spartacus,NYI,Nyíregyháza,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2717,12,KIS vs NYI,false,true,false,true,false,2025-10-31,720p1e0uebyzlandhhwd6pzo,8raew9whdfuuvsedk0pyiwc5d,9428,9428,Nyíregyháza Spartacus,Kisvárda,KIS,0,0,Played,T 0-0,2560219,KIS vs NYI (2025-10-31)
131,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,12,FTC vs MTK,true,false,true,false,false,2025-11-01,7qob0zqzfktbao4872y81ixg,ad5l7of8nxlt7c7uyf5pjiy14,2411,2411,Ferencváros,MTK,MTK,4,1,Played,W 4-1,2560221,FTC vs MTK (2025-11-01)
131,ad5l7of8nxlt7c7uyf5pjiy14,2411,MTK,MTK,MTK,MTK,#ADD8E6,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2411,12,FTC vs MTK,false,true,false,false,true,2025-11-01,7qob0zqzfktbao4872y81ixg,b3o0wckz4w3fusytybpgxftgm,227,227,MTK,Ferencváros,FTC,1,4,Played,L 1-4,2560221,FTC vs MTK (2025-11-01)
131,e86hbyj6fwyumuwoiaglh33r5,2718,Paks,Paks,PAK,Paks,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2718,12,GYO vs PAK,false,true,false,true,false,2025-11-01,8s092zay7seovm58hmgs0ems,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,Paks,Gyori ETO,GYO,0,0,Played,T 0-0,2560224,GYO vs PAK (2025-11-01)
131,7gmb3yf0l30i996xp4cqt5u9p,8746,Puskás,Puskás,PUS,Puskás,#FFFF00,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,8746,12,KAZ vs PUS,false,true,true,false,false,2025-11-01,usaud791aoni7y6e8e7g3axg,93jgs8iidqpjpynqao1w1yxrv,6542,6542,Puskás,Kazincbarcika,KAZ,3,1,Played,W 3-1,2560286,KAZ vs PUS (2025-11-01)
131,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,12,GYO vs PAK,true,false,false,true,false,2025-11-01,8s092zay7seovm58hmgs0ems,e86hbyj6fwyumuwoiaglh33r5,2718,2718,Gyori ETO,Paks,PAK,0,0,Played,T 0-0,2560224,GYO vs PAK (2025-11-01)
131,93jgs8iidqpjpynqao1w1yxrv,6542,Kazincbarcika,Kazincbarcika,KAZ,Kazincbarcika,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,6542,12,KAZ vs PUS,true,false,false,false,true,2025-11-01,usaud791aoni7y6e8e7g3axg,7gmb3yf0l30i996xp4cqt5u9p,8746,8746,Kazincbarcika,Puskás,PUS,1,3,Played,L 1-3,2560286,KAZ vs PUS (2025-11-01)
137,4yxspqt9kfih6zcwwslxq8r6f,1464,Újpest,Újpest,UJP,Újpest,#800080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,1464,12,DVT vs UJP,false,true,true,false,false,2025-11-02,8fntnokl20yyhcve1q2v2z9w,amfs0dhjwsobm10en9twg0q,2271,2271,Újpest,Diosgyor,DVT,3,1,Played,W 3-1,2560223,DVT vs UJP (2025-11-02)
137,b7jek1bop3eoughds0xi22tte,225,Debrecen,Debrecen,DEB,Debrecen,#ff0000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,225,12,DEB vs ZTE,true,false,true,false,false,2025-11-02,833755evwyzax7fjo3fhh990,d8l653wnkhfqhpwsw3ia7mybn,2132,2132,Debrecen,Zalaegerszeg,ZTE,2,1,Played,W 2-1,2560222,DEB vs ZTE (2025-11-02)
137,d8l653wnkhfqhpwsw3ia7mybn,2132,Zalaegerszeg,Zalaegerszeg,ZTE,ZTE,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2132,12,DEB vs ZTE,false,true,false,false,true,2025-11-02,833755evwyzax7fjo3fhh990,b7jek1bop3eoughds0xi22tte,225,225,Zalaegerszeg,Debrecen,DEB,1,2,Played,L 1-2,2560222,DEB vs ZTE (2025-11-02)
137,amfs0dhjwsobm10en9twg0q,2271,Diosgyor,Diosgyor,DVT,DVTK,#808080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2271,12,DVT vs UJP,true,false,false,false,true,2025-11-02,8fntnokl20yyhcve1q2v2z9w,4yxspqt9kfih6zcwwslxq8r6f,1464,1464,Diosgyor,Újpest,UJP,1,3,Played,L 1-3,2560223,DVT vs UJP (2025-11-02)
141,4yxspqt9kfih6zcwwslxq8r6f,1464,Újpest,Újpest,UJP,Újpest,#800080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,1464,13,UJP vs GYO,true,false,false,false,true,2025-11-08,96373ymf6c65xqrnd5tektuc,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,Újpest,Gyori ETO,GYO,0,3,Played,L 0-3,2560225,UJP vs GYO (2025-11-08)
141,d8l653wnkhfqhpwsw3ia7mybn,2132,Zalaegerszeg,Zalaegerszeg,ZTE,ZTE,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2132,13,ZTE vs DVT,true,false,true,false,false,2025-11-08,9idz06em3c97lqthnwa3gh78,amfs0dhjwsobm10en9twg0q,2271,2271,Zalaegerszeg,Diosgyor,DVT,2,0,Played,W 2-0,2560226,ZTE vs DVT (2025-11-08)
141,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,13,PAK vs KIS,false,true,false,false,true,2025-11-08,avi0s5tqnr26t3u1232o3t3o,e86hbyj6fwyumuwoiaglh33r5,2718,2718,Kisvárda,Paks,PAK,3,5,Played,L 3-5,2560230,PAK vs KIS (2025-11-08)
141,e86hbyj6fwyumuwoiaglh33r5,2718,Paks,Paks,PAK,Paks,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2718,13,PAK vs KIS,true,false,true,false,false,2025-11-08,avi0s5tqnr26t3u1232o3t3o,8raew9whdfuuvsedk0pyiwc5d,9428,9428,Paks,Kisvárda,KIS,5,3,Played,W 5-3,2560230,PAK vs KIS (2025-11-08)
141,amfs0dhjwsobm10en9twg0q,2271,Diosgyor,Diosgyor,DVT,DVTK,#808080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2271,13,ZTE vs DVT,false,true,false,false,true,2025-11-08,9idz06em3c97lqthnwa3gh78,d8l653wnkhfqhpwsw3ia7mybn,2132,2132,Diosgyor,Zalaegerszeg,ZTE,0,2,Played,L 0-2,2560226,ZTE vs DVT (2025-11-08)
141,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,13,UJP vs GYO,false,true,true,false,false,2025-11-08,96373ymf6c65xqrnd5tektuc,4yxspqt9kfih6zcwwslxq8r6f,1464,1464,Gyori ETO,Újpest,UJP,3,0,Played,W 3-0,2560225,UJP vs GYO (2025-11-08)
147,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,13,KAZ vs FTC,false,true,true,false,false,2025-11-09,a6wcblebekce3dymddd7cm50,93jgs8iidqpjpynqao1w1yxrv,6542,6542,Ferencváros,Kazincbarcika,KAZ,3,1,Played,W 3-1,2560228,KAZ vs FTC (2025-11-09)
147,b7jek1bop3eoughds0xi22tte,225,Debrecen,Debrecen,DEB,Debrecen,#ff0000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,225,13,MTK vs DEB,false,true,false,false,true,2025-11-09,9ulvwoacbm8j7uiqqlli5vro,ad5l7of8nxlt7c7uyf5pjiy14,2411,2411,Debrecen,MTK,MTK,0,3,Played,L 0-3,2560227,MTK vs DEB (2025-11-09)
147,ad5l7of8nxlt7c7uyf5pjiy14,2411,MTK,MTK,MTK,MTK,#ADD8E6,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2411,13,MTK vs DEB,true,false,true,false,false,2025-11-09,9ulvwoacbm8j7uiqqlli5vro,b7jek1bop3eoughds0xi22tte,225,225,MTK,Debrecen,DEB,3,0,Played,W 3-0,2560227,MTK vs DEB (2025-11-09)
147,7gmb3yf0l30i996xp4cqt5u9p,8746,Puskás,Puskás,PUS,Puskás,#FFFF00,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,8746,13,NYI vs PUS,false,true,false,true,false,2025-11-09,aj6wabls8q160jbl93g77zf8,1cfck1c4i89gm3xx02d5xsl81,2717,2717,Puskás,Nyíregyháza Spartacus,NYI,1,1,Played,T 1-1,2560229,NYI vs PUS (2025-11-09)
147,1cfck1c4i89gm3xx02d5xsl81,2717,Nyíregyháza Spartacus,Nyíregyháza Spartacus,NYI,Nyíregyháza,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2717,13,NYI vs PUS,true,false,false,true,false,2025-11-09,aj6wabls8q160jbl93g77zf8,7gmb3yf0l30i996xp4cqt5u9p,8746,8746,Nyíregyháza Spartacus,Puskás,PUS,1,1,Played,T 1-1,2560229,NYI vs PUS (2025-11-09)
147,93jgs8iidqpjpynqao1w1yxrv,6542,Kazincbarcika,Kazincbarcika,KAZ,Kazincbarcika,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,6542,13,KAZ vs FTC,true,false,false,false,true,2025-11-09,a6wcblebekce3dymddd7cm50,b3o0wckz4w3fusytybpgxftgm,227,227,Kazincbarcika,Ferencváros,FTC,1,3,Played,L 1-3,2560228,KAZ vs FTC (2025-11-09)
153,d8l653wnkhfqhpwsw3ia7mybn,2132,Zalaegerszeg,Zalaegerszeg,ZTE,ZTE,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2132,14,GYO vs ZTE,false,true,true,false,false,2025-11-21,c93qfowe01y3pkk9947isr2s,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,Zalaegerszeg,Gyori ETO,GYO,1,0,Played,W 1-0,2560234,GYO vs ZTE (2025-11-21)
153,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,14,GYO vs ZTE,true,false,false,false,true,2025-11-21,c93qfowe01y3pkk9947isr2s,d8l653wnkhfqhpwsw3ia7mybn,2132,2132,Gyori ETO,Zalaegerszeg,ZTE,0,1,Played,L 0-1,2560234,GYO vs ZTE (2025-11-21)
155,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,14,FTC vs NYI,true,false,false,false,true,2025-11-22,b7t6zg9dwg87x9n5dsxkpd04,1cfck1c4i89gm3xx02d5xsl81,2717,2717,Ferencváros,Nyíregyháza Spartacus,NYI,1,3,Played,L 1-3,2560231,FTC vs NYI (2025-11-22)
155,b7jek1bop3eoughds0xi22tte,225,Debrecen,Debrecen,DEB,Debrecen,#ff0000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,225,14,DEB vs KAZ,true,false,true,false,false,2025-11-22,bk3itv39wgu629y24fpxtlas,93jgs8iidqpjpynqao1w1yxrv,6542,6542,Debrecen,Kazincbarcika,KAZ,2,1,Played,W 2-1,2560232,DEB vs KAZ (2025-11-22)
155,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,14,PUS vs KIS,false,true,false,false,true,2025-11-22,cxxhs7ppqznzo5aqrgcfjj10,7gmb3yf0l30i996xp4cqt5u9p,8746,8746,Kisvárda,Puskás,PUS,0,2,Played,L 0-2,2560236,PUS vs KIS (2025-11-22)
155,7gmb3yf0l30i996xp4cqt5u9p,8746,Puskás,Puskás,PUS,Puskás,#FFFF00,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,8746,14,PUS vs KIS,true,false,true,false,false,2025-11-22,cxxhs7ppqznzo5aqrgcfjj10,8raew9whdfuuvsedk0pyiwc5d,9428,9428,Puskás,Kisvárda,KIS,2,0,Played,W 2-0,2560236,PUS vs KIS (2025-11-22)
155,1cfck1c4i89gm3xx02d5xsl81,2717,Nyíregyháza Spartacus,Nyíregyháza Spartacus,NYI,Nyíregyháza,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2717,14,FTC vs NYI,false,true,true,false,false,2025-11-22,b7t6zg9dwg87x9n5dsxkpd04,b3o0wckz4w3fusytybpgxftgm,227,227,Nyíregyháza Spartacus,Ferencváros,FTC,3,1,Played,W 3-1,2560231,FTC vs NYI (2025-11-22)
155,93jgs8iidqpjpynqao1w1yxrv,6542,Kazincbarcika,Kazincbarcika,KAZ,Kazincbarcika,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,6542,14,DEB vs KAZ,false,true,false,false,true,2025-11-22,bk3itv39wgu629y24fpxtlas,b7jek1bop3eoughds0xi22tte,225,225,Kazincbarcika,Debrecen,DEB,1,2,Played,L 1-2,2560232,DEB vs KAZ (2025-11-22)
161,4yxspqt9kfih6zcwwslxq8r6f,1464,Újpest,Újpest,UJP,Újpest,#800080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,1464,14,PAK vs UJP,false,true,true,false,false,2025-11-23,clin44absqg8tfiz2b3bf3f8,e86hbyj6fwyumuwoiaglh33r5,2718,2718,Újpest,Paks,PAK,3,1,Played,W 3-1,2560235,PAK vs UJP (2025-11-23)
161,ad5l7of8nxlt7c7uyf5pjiy14,2411,MTK,MTK,MTK,MTK,#ADD8E6,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2411,14,DVT vs MTK,false,true,false,false,true,2025-11-23,bwe84u5ary6446t2gr4kutqs,amfs0dhjwsobm10en9twg0q,2271,2271,MTK,Diosgyor,DVT,0,4,Played,L 0-4,2560233,DVT vs MTK (2025-11-23)
161,e86hbyj6fwyumuwoiaglh33r5,2718,Paks,Paks,PAK,Paks,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2718,14,PAK vs UJP,true,false,false,false,true,2025-11-23,clin44absqg8tfiz2b3bf3f8,4yxspqt9kfih6zcwwslxq8r6f,1464,1464,Paks,Újpest,UJP,1,3,Played,L 1-3,2560235,PAK vs UJP (2025-11-23)
161,amfs0dhjwsobm10en9twg0q,2271,Diosgyor,Diosgyor,DVT,DVTK,#808080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2271,14,DVT vs MTK,true,false,true,false,false,2025-11-23,bwe84u5ary6446t2gr4kutqs,ad5l7of8nxlt7c7uyf5pjiy14,2411,2411,Diosgyor,MTK,MTK,4,0,Played,W 4-0,2560233,DVT vs MTK (2025-11-23)
165,b7jek1bop3eoughds0xi22tte,225,Debrecen,Debrecen,DEB,Debrecen,#ff0000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,225,15,NYI vs DEB,false,true,true,false,false,2025-11-28,eq0akxutqvxujjqii28xva50,1cfck1c4i89gm3xx02d5xsl81,2717,2717,Debrecen,Nyíregyháza Spartacus,NYI,3,0,Played,W 3-0,2560241,NYI vs DEB (2025-11-28)
165,1cfck1c4i89gm3xx02d5xsl81,2717,Nyíregyháza Spartacus,Nyíregyháza Spartacus,NYI,Nyíregyháza,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2717,15,NYI vs DEB,true,false,false,false,true,2025-11-28,eq0akxutqvxujjqii28xva50,b7jek1bop3eoughds0xi22tte,225,225,Nyíregyháza Spartacus,Debrecen,DEB,0,3,Played,L 0-3,2560241,NYI vs DEB (2025-11-28)
167,ad5l7of8nxlt7c7uyf5pjiy14,2411,MTK,MTK,MTK,MTK,#ADD8E6,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2411,15,GYO vs MTK,false,true,false,false,true,2025-11-29,ewubmmzzkkjuldovknct8rmdw,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,MTK,Gyori ETO,GYO,0,3,Played,L 0-3,2560173,GYO vs MTK (2025-11-29)
167,d8l653wnkhfqhpwsw3ia7mybn,2132,Zalaegerszeg,Zalaegerszeg,ZTE,ZTE,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2132,15,ZTE vs PAK,true,false,true,false,false,2025-11-29,do7xv79j58tpx20dosku4p3o,e86hbyj6fwyumuwoiaglh33r5,2718,2718,Zalaegerszeg,Paks,PAK,1,0,Played,W 1-0,2560238,ZTE vs PAK (2025-11-29)
167,e86hbyj6fwyumuwoiaglh33r5,2718,Paks,Paks,PAK,Paks,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2718,15,ZTE vs PAK,false,true,false,false,true,2025-11-29,do7xv79j58tpx20dosku4p3o,d8l653wnkhfqhpwsw3ia7mybn,2132,2132,Paks,Zalaegerszeg,ZTE,0,1,Played,L 0-1,2560238,ZTE vs PAK (2025-11-29)
167,amfs0dhjwsobm10en9twg0q,2271,Diosgyor,Diosgyor,DVT,DVTK,#808080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2271,15,KAZ vs DVT,false,true,false,true,false,2025-11-29,ed65am8ht7yup7cohj96m6tw,93jgs8iidqpjpynqao1w1yxrv,6542,6542,Diosgyor,Kazincbarcika,KAZ,1,1,Played,T 1-1,2560240,KAZ vs DVT (2025-11-29)
167,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,15,GYO vs MTK,true,false,true,false,false,2025-11-29,ewubmmzzkkjuldovknct8rmdw,ad5l7of8nxlt7c7uyf5pjiy14,2411,2411,Gyori ETO,MTK,MTK,3,0,Played,W 3-0,2560173,GYO vs MTK (2025-11-29)
167,93jgs8iidqpjpynqao1w1yxrv,6542,Kazincbarcika,Kazincbarcika,KAZ,Kazincbarcika,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,6542,15,KAZ vs DVT,true,false,false,true,false,2025-11-29,ed65am8ht7yup7cohj96m6tw,amfs0dhjwsobm10en9twg0q,2271,2271,Kazincbarcika,Diosgyor,DVT,1,1,Played,T 1-1,2560240,KAZ vs DVT (2025-11-29)
173,4yxspqt9kfih6zcwwslxq8r6f,1464,Újpest,Újpest,UJP,Újpest,#800080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,1464,15,KIS vs UJP,false,true,false,false,true,2025-11-30,da2f12igtypeh6bucy2r4r9w,8raew9whdfuuvsedk0pyiwc5d,9428,9428,Újpest,Kisvárda,KIS,0,3,Played,L 0-3,2560237,KIS vs UJP (2025-11-30)
173,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,15,PUS vs FTC,false,true,true,false,false,2025-11-30,f2n29ji5napy5qgqedwpwn4k,7gmb3yf0l30i996xp4cqt5u9p,8746,8746,Ferencváros,Puskás,PUS,2,1,Played,W 2-1,2560242,PUS vs FTC (2025-11-30)
173,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,15,KIS vs UJP,true,false,true,false,false,2025-11-30,da2f12igtypeh6bucy2r4r9w,4yxspqt9kfih6zcwwslxq8r6f,1464,1464,Kisvárda,Újpest,UJP,3,0,Played,W 3-0,2560237,KIS vs UJP (2025-11-30)
173,7gmb3yf0l30i996xp4cqt5u9p,8746,Puskás,Puskás,PUS,Puskás,#FFFF00,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,8746,15,PUS vs FTC,true,false,false,false,true,2025-11-30,f2n29ji5napy5qgqedwpwn4k,b3o0wckz4w3fusytybpgxftgm,227,227,Puskás,Ferencváros,FTC,1,2,Played,L 1-2,2560242,PUS vs FTC (2025-11-30)
177,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,5,KAZ vs GYO,false,true,true,false,false,2025-12-03,eyjfzsp3r6cgrh85795w409w4,93jgs8iidqpjpynqao1w1yxrv,6542,6542,Gyori ETO,Kazincbarcika,KAZ,3,1,Played,W 3-1,2560178,KAZ vs GYO (2025-12-03)
177,93jgs8iidqpjpynqao1w1yxrv,6542,Kazincbarcika,Kazincbarcika,KAZ,Kazincbarcika,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,6542,5,KAZ vs GYO,true,false,false,false,true,2025-12-03,eyjfzsp3r6cgrh85795w409w4,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,Kazincbarcika,Gyori ETO,GYO,1,3,Played,L 1-3,2560178,KAZ vs GYO (2025-12-03)
179,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,5,KIS vs FTC,false,true,true,false,false,2025-12-04,ezvmxehzu5rdw6aqpgtu77i1g,8raew9whdfuuvsedk0pyiwc5d,9428,9428,Ferencváros,Kisvárda,KIS,1,0,Played,W 1-0,2560182,KIS vs FTC (2025-12-04)
179,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,5,KIS vs FTC,true,false,false,false,true,2025-12-04,ezvmxehzu5rdw6aqpgtu77i1g,b3o0wckz4w3fusytybpgxftgm,227,227,Kisvárda,Ferencváros,FTC,0,1,Played,L 0-1,2560182,KIS vs FTC (2025-12-04)
181,b7jek1bop3eoughds0xi22tte,225,Debrecen,Debrecen,DEB,Debrecen,#ff0000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,225,16,DEB vs PUS,true,false,false,false,true,2025-12-06,gsykoy6kn8v3078k2ou0yhp0,7gmb3yf0l30i996xp4cqt5u9p,8746,8746,Debrecen,Puskás,PUS,0,1,Played,L 0-1,2560247,DEB vs PUS (2025-12-06)
181,ad5l7of8nxlt7c7uyf5pjiy14,2411,MTK,MTK,MTK,MTK,#ADD8E6,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2411,16,PAK vs MTK,false,true,false,false,true,2025-12-06,g40z65aak1i8ct7byaty56hg,e86hbyj6fwyumuwoiaglh33r5,2718,2718,MTK,Paks,PAK,1,3,Played,L 1-3,2560245,PAK vs MTK (2025-12-06)
181,e86hbyj6fwyumuwoiaglh33r5,2718,Paks,Paks,PAK,Paks,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2718,16,PAK vs MTK,true,false,true,false,false,2025-12-06,g40z65aak1i8ct7byaty56hg,ad5l7of8nxlt7c7uyf5pjiy14,2411,2411,Paks,MTK,MTK,3,1,Played,W 3-1,2560245,PAK vs MTK (2025-12-06)
181,7gmb3yf0l30i996xp4cqt5u9p,8746,Puskás,Puskás,PUS,Puskás,#FFFF00,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,8746,16,DEB vs PUS,false,true,true,false,false,2025-12-06,gsykoy6kn8v3078k2ou0yhp0,b7jek1bop3eoughds0xi22tte,225,225,Puskás,Debrecen,DEB,1,0,Played,W 1-0,2560247,DEB vs PUS (2025-12-06)
181,amfs0dhjwsobm10en9twg0q,2271,Diosgyor,Diosgyor,DVT,DVTK,#808080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2271,16,DVT vs NYI,true,false,true,false,false,2025-12-06,ff3drtp2ni18urlid9zqh4b8,1cfck1c4i89gm3xx02d5xsl81,2717,2717,Diosgyor,Nyíregyháza Spartacus,NYI,2,0,Played,W 2-0,2560243,DVT vs NYI (2025-12-06)
